;Bezeichnung Auftragskonto;IBAN Auftragskonto;BIC Auftragskonto;Bankname Auftragskonto;Name Zahlungsbeteiligter;IBAN Zahlungsbeteiligter;BIC (SWIFT-Code) Zahlungsbeteiligter;Verwendungszweck;Buchungstag;Valutadatum;Betrag;Buchungstext;Waehrung;Bemerkung;Kategorie;Steuerrelevant;Glaeubiger ID;Mandatsreferenz;Saldo nach Buchung
110;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Key Inc;GB04OMVY00591295169235;GTAD63500292776038;Produce foreign expert attorney rise American.;2024-08-05;2024-08-05;-379.7;ABSCHLUSS;EUR;;;;;;30499.879999999997
111;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Lisa Hill;GB98JUUX14258051007884;AZBD75325200718314;Imagine cut safe color process on be.;2024-08-07;2024-08-07;-147.26;DAUERAUFTRAG;EUR;;;;;;30352.62
112;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Roberson;GB86SRTT70515609915393;LQWY69700714652730;Main out loss lose knowledge room save.;2024-08-11;2024-08-11;-59.81;DAUERAUFTRAG;EUR;;;;;;30292.809999999998
113;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Mcclain;GB79JXDO19499572398065;KBLS47370071951345;My gun right contain sign.;2024-08-12;2024-08-12;-50.14;ABSCHLUSS;EUR;;;;;;30242.67
114;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Underwood Ltd;GB45CBNL57260711157942;TEEG64089898663375;Value learn cold final.;2024-08-13;2024-08-13;2294.68;LOHN/GEHALT;EUR;;;;;;32537.35
115;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Theresa Mayo;GB97VVQO95939947263271;TKFL18602408763919;Painting partner protect what good agent street.;2024-08-14;2024-08-14;2702.6;EINZAHLUNG;EUR;;;;;;35239.95
116;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Elliott, Bowers and Brown;GB19CQLL70000983916488;YHIJ11945567076853;Owner instead week language writer top although physical.;2024-08-15;2024-08-15;-194.92;SEPA-UEBERWEISUNG;EUR;;;;;;35045.03
117;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Johnson, Armstrong and Rogers;GB90RKXG18314011048959;VUNT06713155565102;Inside fire my.;2024-08-18;2024-08-18;-195.02;DAUERAUFTRAG;EUR;;;;;;34850.009999999995
118;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Roberts-Ross;GB79EJSS49633693485532;KIGQ34919970136095;Health first health I walk.;2024-08-19;2024-08-19;-246.03;ABSCHLUSS;EUR;;;;;;34603.979999999996
119;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Horn-Adams;GB14UGOQ08105276201972;CRGE05182470640242;Safe mind just every sing indicate.;2024-08-19;2024-08-19;-362.88;Aufladung Mobilfunkguthaben;EUR;;;;;;34241.1
120;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Harvey-Booth;GB51CSXN95890678261885;USQR38161582159741;Tv among maybe pull.;2024-08-22;2024-08-22;-115.36;ABSCHLUSS;EUR;;;;;;34125.74
121;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Emily Powell;GB63NVJI92795382069792;HMJL69435875128426;Themselves Congress much similar appear drop.;2024-08-24;2024-08-24;-127.53;DAUERAUFTRAG;EUR;;;;;;33998.21
122;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Adams, Walker and Jones;GB60DSOV30707801799689;HBVF27148426584797;Drive question we follow.;2024-08-24;2024-08-24;-71.81;ABSCHLUSS;EUR;;;;;;33926.4
123;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Teresa Garcia;GB67IUGL12942571163040;HQCZ54719416316378;Line catch answer close certain national research.;2024-08-28;2024-08-28;-351.81;DAUERAUFTRAG;EUR;;;;;;33574.59
124;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Andrew Myers;GB25CZXL23186024805804;XQAB67042397904377;Tree red present pick paper.;2024-09-01;2024-09-01;-184.81;DAUERAUFTRAG;EUR;;;;;;33389.78
125;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Key Inc;GB04OMVY00591295169235;GTAD63500292776038;Produce foreign expert attorney rise American.;2024-09-05;2024-09-05;-379.7;ABSCHLUSS;EUR;;;;;;33010.08
126;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Lisa Hill;GB98JUUX14258051007884;AZBD75325200718314;Imagine cut safe color process on be.;2024-09-07;2024-09-07;-147.26;DAUERAUFTRAG;EUR;;;;;;32862.82
127;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Matthew Martinez;GB93FHBU69779870102528;EZCP56216993130462;As coach remember rock for step save.;2024-09-09;2024-09-09;-314.36;Kartenzahlung V PAY;EUR;;;;;;32548.46
128;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Roberson;GB86SRTT70515609915393;LQWY69700714652730;Main out loss lose knowledge room save.;2024-09-11;2024-09-11;-59.81;DAUERAUFTRAG;EUR;;;;;;32488.649999999998
129;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Mcclain;GB79JXDO19499572398065;KBLS47370071951345;My gun right contain sign.;2024-09-12;2024-09-12;-50.14;ABSCHLUSS;EUR;;;;;;32438.51
130;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Underwood Ltd;GB45CBNL57260711157942;TEEG64089898663375;Value learn cold final.;2024-09-13;2024-09-13;2294.68;LOHN/GEHALT;EUR;;;;;;34733.19
131;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Reyes-Sanders;GB21FVEW59178681441730;KJPQ86196008256159;Major ask ability individual operation.;2024-09-18;2024-09-18;-131.52;Auszahlung girocard;EUR;;;;;;34601.67
132;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Johnson, Armstrong and Rogers;GB90RKXG18314011048959;VUNT06713155565102;Inside fire my.;2024-09-18;2024-09-18;-195.02;DAUERAUFTRAG;EUR;;;;;;34406.649999999994
133;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Roberts-Ross;GB79EJSS49633693485532;KIGQ34919970136095;Health first health I walk.;2024-09-19;2024-09-19;-246.03;ABSCHLUSS;EUR;;;;;;34160.619999999995
134;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Morales;GB25PXMA44627469953324;RQSG21326002971591;Tend seat stand community positive sea.;2024-09-22;2024-09-22;-233.89;Kartenzahlung girocard;EUR;;;;;;33926.729999999996
135;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Harvey-Booth;GB51CSXN95890678261885;USQR38161582159741;Tv among maybe pull.;2024-09-22;2024-09-22;-115.36;ABSCHLUSS;EUR;;;;;;33811.369999999995
136;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Adams, Walker and Jones;GB60DSOV30707801799689;HBVF27148426584797;Drive question we follow.;2024-09-24;2024-09-24;-71.81;ABSCHLUSS;EUR;;;;;;33739.56
137;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Emily Powell;GB63NVJI92795382069792;HMJL69435875128426;Themselves Congress much similar appear drop.;2024-09-24;2024-09-24;-127.53;DAUERAUFTRAG;EUR;;;;;;33612.03
138;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Freeman LLC;GB16TEIY67452173731428;IEMG38823596085338;Type laugh task each.;2024-09-28;2024-09-28;-404.67;LASTSCHRIFT;EUR;;;;;;33207.36
139;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Teresa Garcia;GB67IUGL12942571163040;HQCZ54719416316378;Line catch answer close certain national research.;2024-09-28;2024-09-28;-351.81;DAUERAUFTRAG;EUR;;;;;;32855.549999999996
140;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Steven Rivers;GB84DWOE08782474840355;DRWR66037800396361;Bit doctor week build.;2024-09-29;2024-09-29;-159.85;Kartenzahlung V PAY;EUR;;;;;;32695.699999999997
141;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Andrew Myers;GB25CZXL23186024805804;XQAB67042397904377;Tree red present pick paper.;2024-10-01;2024-10-01;-184.81;DAUERAUFTRAG;EUR;;;;;;32510.89
142;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Elliott-Riggs;GB20DHUA79287944999345;SYAC64649147287284;Consumer physical if cup child let.;2024-10-02;2024-10-02;-405.59;Auszahlung girocard;EUR;;;;;;32105.3
143;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Hill-Peters;GB31HDAX33126635998956;VOSB60259400581280;Remain bed answer market.;2024-10-04;2024-10-04;-233.05;Auszahlung girocard;EUR;;;;;;31872.249999999996
144;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Key Inc;GB04OMVY00591295169235;GTAD63500292776038;Produce foreign expert attorney rise American.;2024-10-05;2024-10-05;-379.7;ABSCHLUSS;EUR;;;;;;31492.55
145;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Lisa Hill;GB98JUUX14258051007884;AZBD75325200718314;Imagine cut safe color process on be.;2024-10-07;2024-10-07;-147.26;DAUERAUFTRAG;EUR;;;;;;31345.289999999997
146;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Roberson;GB86SRTT70515609915393;LQWY69700714652730;Main out loss lose knowledge room save.;2024-10-11;2024-10-11;-59.81;DAUERAUFTRAG;EUR;;;;;;31285.48
147;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Mcclain;GB79JXDO19499572398065;KBLS47370071951345;My gun right contain sign.;2024-10-12;2024-10-12;-50.14;ABSCHLUSS;EUR;;;;;;31235.339999999997
148;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Underwood Ltd;GB45CBNL57260711157942;TEEG64089898663375;Value learn cold final.;2024-10-13;2024-10-13;2294.68;LOHN/GEHALT;EUR;;;;;;33530.02
149;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Johnson, Armstrong and Rogers;GB90RKXG18314011048959;VUNT06713155565102;Inside fire my.;2024-10-18;2024-10-18;-195.02;DAUERAUFTRAG;EUR;;;;;;33335.0
150;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Roberts-Ross;GB79EJSS49633693485532;KIGQ34919970136095;Health first health I walk.;2024-10-19;2024-10-19;-246.03;ABSCHLUSS;EUR;;;;;;33088.97
151;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Harvey-Booth;GB51CSXN95890678261885;USQR38161582159741;Tv among maybe pull.;2024-10-22;2024-10-22;-115.36;ABSCHLUSS;EUR;;;;;;32973.61
152;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Adams, Walker and Jones;GB60DSOV30707801799689;HBVF27148426584797;Drive question we follow.;2024-10-24;2024-10-24;-71.81;ABSCHLUSS;EUR;;;;;;32901.799999999996
153;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Emily Powell;GB63NVJI92795382069792;HMJL69435875128426;Themselves Congress much similar appear drop.;2024-10-24;2024-10-24;-127.53;DAUERAUFTRAG;EUR;;;;;;32774.27
154;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jensen, Howard and Sheppard;GB41UBRP92674376970661;RISY02165589609738;Issue wait economic here east.;2024-10-24;2024-10-24;-114.49;LASTSCHRIFT;EUR;;;;;;32659.78
155;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Teresa Garcia;GB67IUGL12942571163040;HQCZ54719416316378;Line catch answer close certain national research.;2024-10-28;2024-10-28;-351.81;DAUERAUFTRAG;EUR;;;;;;32307.969999999998
156;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Andrew Myers;GB25CZXL23186024805804;XQAB67042397904377;Tree red present pick paper.;2024-11-01;2024-11-01;-184.81;DAUERAUFTRAG;EUR;;;;;;32123.159999999996
157;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Key Inc;GB04OMVY00591295169235;GTAD63500292776038;Produce foreign expert attorney rise American.;2024-11-05;2024-11-05;-379.7;ABSCHLUSS;EUR;;;;;;31743.46
158;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Lisa Hill;GB98JUUX14258051007884;AZBD75325200718314;Imagine cut safe color process on be.;2024-11-07;2024-11-07;-147.26;DAUERAUFTRAG;EUR;;;;;;31596.199999999997
159;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Michele Howe;GB28TOTO68584664975342;FNFB39858367086111;Space ago such Congress chair.;2024-11-08;2024-11-08;-26.66;Kartenzahlung girocard;EUR;;;;;;31569.539999999997
160;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Roberson;GB86SRTT70515609915393;LQWY69700714652730;Main out loss lose knowledge room save.;2024-11-11;2024-11-11;-59.81;DAUERAUFTRAG;EUR;;;;;;31509.729999999996
161;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Mcclain;GB79JXDO19499572398065;KBLS47370071951345;My gun right contain sign.;2024-11-12;2024-11-12;-50.14;ABSCHLUSS;EUR;;;;;;31459.589999999997
162;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Underwood Ltd;GB45CBNL57260711157942;TEEG64089898663375;Value learn cold final.;2024-11-13;2024-11-13;2294.68;LOHN/GEHALT;EUR;;;;;;33754.27
163;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Johnson, Armstrong and Rogers;GB90RKXG18314011048959;VUNT06713155565102;Inside fire my.;2024-11-18;2024-11-18;-195.02;DAUERAUFTRAG;EUR;;;;;;33559.25
164;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Roberts-Ross;GB79EJSS49633693485532;KIGQ34919970136095;Health first health I walk.;2024-11-19;2024-11-19;-246.03;ABSCHLUSS;EUR;;;;;;33313.219999999994
165;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Harvey-Booth;GB51CSXN95890678261885;USQR38161582159741;Tv among maybe pull.;2024-11-22;2024-11-22;-115.36;ABSCHLUSS;EUR;;;;;;33197.86
166;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Adams, Walker and Jones;GB60DSOV30707801799689;HBVF27148426584797;Drive question we follow.;2024-11-24;2024-11-24;-71.81;ABSCHLUSS;EUR;;;;;;33126.049999999996
167;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Emily Powell;GB63NVJI92795382069792;HMJL69435875128426;Themselves Congress much similar appear drop.;2024-11-24;2024-11-24;-127.53;DAUERAUFTRAG;EUR;;;;;;32998.52
168;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Gina Mack;GB81VZJQ81808263462917;THPD61499212884658;Mention simply easy gas both effect technology.;2024-11-25;2024-11-25;-294.47;SEPA-UEBERWEISUNG;EUR;;;;;;32704.049999999996
169;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Teresa Garcia;GB67IUGL12942571163040;HQCZ54719416316378;Line catch answer close certain national research.;2024-11-28;2024-11-28;-351.81;DAUERAUFTRAG;EUR;;;;;;32352.239999999998
170;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Andrew Myers;GB25CZXL23186024805804;XQAB67042397904377;Tree red present pick paper.;2024-12-01;2024-12-01;-184.81;DAUERAUFTRAG;EUR;;;;;;32167.429999999997
171;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Key Inc;GB04OMVY00591295169235;GTAD63500292776038;Produce foreign expert attorney rise American.;2024-12-05;2024-12-05;-379.7;ABSCHLUSS;EUR;;;;;;31787.729999999996
172;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Lisa Hill;GB98JUUX14258051007884;AZBD75325200718314;Imagine cut safe color process on be.;2024-12-07;2024-12-07;-147.26;DAUERAUFTRAG;EUR;;;;;;31640.469999999998
173;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Roberson;GB86SRTT70515609915393;LQWY69700714652730;Main out loss lose knowledge room save.;2024-12-11;2024-12-11;-59.81;DAUERAUFTRAG;EUR;;;;;;31580.659999999996
174;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Jennifer Mcclain;GB79JXDO19499572398065;KBLS47370071951345;My gun right contain sign.;2024-12-12;2024-12-12;-50.14;ABSCHLUSS;EUR;;;;;;31530.519999999997
175;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Underwood Ltd;GB45CBNL57260711157942;TEEG64089898663375;Value learn cold final.;2024-12-13;2024-12-13;2294.68;LOHN/GEHALT;EUR;;;;;;33825.2
176;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Johnson, Armstrong and Rogers;GB90RKXG18314011048959;VUNT06713155565102;Inside fire my.;2024-12-18;2024-12-18;-195.02;DAUERAUFTRAG;EUR;;;;;;33630.17999999999
177;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Roberts-Ross;GB79EJSS49633693485532;KIGQ34919970136095;Health first health I walk.;2024-12-19;2024-12-19;-246.03;ABSCHLUSS;EUR;;;;;;33384.149999999994
178;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Harvey-Booth;GB51CSXN95890678261885;USQR38161582159741;Tv among maybe pull.;2024-12-22;2024-12-22;-115.36;ABSCHLUSS;EUR;;;;;;33268.78999999999
179;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Emily Powell;GB63NVJI92795382069792;HMJL69435875128426;Themselves Congress much similar appear drop.;2024-12-24;2024-12-24;-127.53;DAUERAUFTRAG;EUR;;;;;;33141.259999999995
180;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Adams, Walker and Jones;GB60DSOV30707801799689;HBVF27148426584797;Drive question we follow.;2024-12-24;2024-12-24;-71.81;ABSCHLUSS;EUR;;;;;;33069.45
181;Girokonto;GB87YODA19011530005979;OECF10873187191890;RBPN;Teresa Garcia;GB67IUGL12942571163040;HQCZ54719416316378;Line catch answer close certain national research.;2024-12-28;2024-12-28;-351.81;DAUERAUFTRAG;EUR;;;;;;32717.639999999996
