,Bezeichnung Auftragskonto,IBAN Auftragskonto,BIC Auftragskonto,Bankname Auftragskonto,Name Zahlungsbeteiligter,IBAN Zahlungsbeteiligter,BIC (SWIFT-Code) Zahlungsbeteiligter,Verwendungszweck,Buchungstag,Valutadatum,Betrag,Buchungstext,Waehrung,Bemerkung,Kategorie,Steuerrelevant,Glaeubiger ID,Mandatsreferenz,Saldo nach Buchung
109,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Choi, Murphy and Parker",GB19KELZ79791584206109,POMR47764783051201,On bar entire various.,2024-08-07,2024-08-07,-92.55,ABSCHLUSS,EUR,,,,,,52248.720000000016
110,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Matthew Martinez,GB93FHBU69779870102528,EZCP56216993130462,As coach remember rock for step save.,2024-08-09,2024-08-09,2082.43,LOHN/GEHALT,EUR,,,,,,54331.15000000001
111,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Flowers-Martinez,GB43ZPPD88243156485683,TPVV75781871132952,Upon resource total coach win across others TV.,2024-08-12,2024-08-12,-283.76,ABSCHLUSS,EUR,,,,,,54047.390000000014
112,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Shannon Bryant,GB65CCKJ90010174342191,DYYY59054277916717,Those camera green ability task animal chance step.,2024-08-13,2024-08-13,-125.67,DAUERAUFTRAG,EUR,,,,,,53921.720000000016
113,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Theresa Mayo,GB97VVQO95939947263271,TKFL18602408763919,Painting partner protect what good agent street.,2024-08-14,2024-08-14,-240.93,Auszahlung girocard,EUR,,,,,,53680.790000000015
114,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Elliott, Bowers and Brown",GB19CQLL70000983916488,YHIJ11945567076853,Owner instead week language writer top although physical.,2024-08-15,2024-08-15,-196.48,Kartenzahlung girocard,EUR,,,,,,53484.31000000001
115,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Melissa Martin,GB37YCKK98801497857630,ENMZ86495816204608,Huge may cell imagine.,2024-08-17,2024-08-17,-294.46,ABSCHLUSS,EUR,,,,,,53189.85000000002
116,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Morales, Diaz and Wilson",GB61LIJC75634256520100,TCZR64093238272944,According relate morning position half current fact.,2024-08-19,2024-08-19,2647.74,LOHN/GEHALT,EUR,,,,,,55837.59000000002
117,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Justin Newman,GB14UGOQ08105276201972,CRGE05182470640242,Safe mind just every sing indicate.,2024-08-19,2024-08-19,-73.16,DAUERAUFTRAG,EUR,,,,,,55764.43000000002
118,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jason Lozano,GB27CFGN20507642731285,HXRS62517348529090,Out with focus star stay story threat.,2024-08-19,2024-08-19,-186.21,ABSCHLUSS,EUR,,,,,,55578.220000000016
119,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Teresa Garcia,GB67IUGL12942571163040,HQCZ54719416316378,Line catch answer close certain national research.,2024-08-28,2024-08-28,-223.96,ABSCHLUSS,EUR,,,,,,55354.260000000024
120,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Steven Rivers,GB84DWOE08782474840355,DRWR66037800396361,Bit doctor week build.,2024-08-28,2024-08-28,-13.98,ABSCHLUSS,EUR,,,,,,55340.28000000002
121,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Andrew Myers,GB25CZXL23186024805804,XQAB67042397904377,Tree red present pick paper.,2024-09-01,2024-09-01,-84.63,Auszahlung girocard,EUR,,,,,,55255.65000000002
122,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Michael Sampson,GB09MBPY82015357802342,QBTG89477213155141,Cost read cultural from voice concern city.,2024-09-05,2024-09-05,-219.09,ABSCHLUSS,EUR,,,,,,55036.56000000002
123,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Choi, Murphy and Parker",GB19KELZ79791584206109,POMR47764783051201,On bar entire various.,2024-09-07,2024-09-07,-92.55,ABSCHLUSS,EUR,,,,,,54944.010000000024
124,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Ashley Stewart,GB30LIPU43896807588812,VWNK21811988757283,Recent stand wrong interest authority character.,2024-09-07,2024-09-07,-253.65,ABSCHLUSS,EUR,,,,,,54690.360000000015
125,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Matthew Martinez,GB93FHBU69779870102528,EZCP56216993130462,As coach remember rock for step save.,2024-09-09,2024-09-09,2082.43,LOHN/GEHALT,EUR,,,,,,56772.79000000002
126,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Flowers-Martinez,GB43ZPPD88243156485683,TPVV75781871132952,Upon resource total coach win across others TV.,2024-09-12,2024-09-12,-283.76,ABSCHLUSS,EUR,,,,,,56489.03000000002
127,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Shannon Bryant,GB65CCKJ90010174342191,DYYY59054277916717,Those camera green ability task animal chance step.,2024-09-13,2024-09-13,-125.67,DAUERAUFTRAG,EUR,,,,,,56363.36000000002
128,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Melissa Martin,GB37YCKK98801497857630,ENMZ86495816204608,Huge may cell imagine.,2024-09-17,2024-09-17,-294.46,ABSCHLUSS,EUR,,,,,,56068.90000000002
129,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Reyes-Sanders,GB21FVEW59178681441730,KJPQ86196008256159,Major ask ability individual operation.,2024-09-18,2024-09-18,2137.83,EINZAHLUNG,EUR,,,,,,58206.730000000025
130,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jennifer Lane,GB90RKXG18314011048959,VUNT06713155565102,Inside fire my.,2024-09-18,2024-09-18,-35.39,Kartenzahlung girocard,EUR,,,,,,58171.340000000026
131,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Justin Newman,GB14UGOQ08105276201972,CRGE05182470640242,Safe mind just every sing indicate.,2024-09-19,2024-09-19,-73.16,DAUERAUFTRAG,EUR,,,,,,58098.18000000002
132,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Morales, Diaz and Wilson",GB61LIJC75634256520100,TCZR64093238272944,According relate morning position half current fact.,2024-09-19,2024-09-19,2647.74,LOHN/GEHALT,EUR,,,,,,60745.92000000003
133,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jason Lozano,GB27CFGN20507642731285,HXRS62517348529090,Out with focus star stay story threat.,2024-09-19,2024-09-19,-186.21,ABSCHLUSS,EUR,,,,,,60559.71000000003
134,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jennifer Morales,GB25PXMA44627469953324,RQSG21326002971591,Tend seat stand community positive sea.,2024-09-22,2024-09-22,-198.13,Aufladung Mobilfunkguthaben,EUR,,,,,,60361.58000000003
135,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Joseph Frost,GB16TEIY67452173731428,IEMG38823596085338,Type laugh task each.,2024-09-28,2024-09-28,-22.61,Auszahlung girocard,EUR,,,,,,60338.97000000003
136,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Teresa Garcia,GB67IUGL12942571163040,HQCZ54719416316378,Line catch answer close certain national research.,2024-09-28,2024-09-28,-223.96,ABSCHLUSS,EUR,,,,,,60115.010000000024
137,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Steven Rivers,GB84DWOE08782474840355,DRWR66037800396361,Bit doctor week build.,2024-09-28,2024-09-28,-13.98,ABSCHLUSS,EUR,,,,,,60101.03000000003
138,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,David Sandoval,GB20DHUA79287944999345,SYAC64649147287284,Consumer physical if cup child let.,2024-10-02,2024-10-02,-506.78,Auszahlung girocard,EUR,,,,,,59594.25000000003
139,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Hill-Peters,GB31HDAX33126635998956,VOSB60259400581280,Remain bed answer market.,2024-10-04,2024-10-04,-241.83,Auszahlung girocard,EUR,,,,,,59352.42000000003
140,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Michael Sampson,GB09MBPY82015357802342,QBTG89477213155141,Cost read cultural from voice concern city.,2024-10-05,2024-10-05,-219.09,ABSCHLUSS,EUR,,,,,,59133.33000000003
141,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Choi, Murphy and Parker",GB19KELZ79791584206109,POMR47764783051201,On bar entire various.,2024-10-07,2024-10-07,-92.55,ABSCHLUSS,EUR,,,,,,59040.78000000003
142,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Ashley Stewart,GB30LIPU43896807588812,VWNK21811988757283,Recent stand wrong interest authority character.,2024-10-07,2024-10-07,-253.65,ABSCHLUSS,EUR,,,,,,58787.13000000003
143,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Matthew Martinez,GB93FHBU69779870102528,EZCP56216993130462,As coach remember rock for step save.,2024-10-09,2024-10-09,2082.43,LOHN/GEHALT,EUR,,,,,,60869.56000000003
144,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Flowers-Martinez,GB43ZPPD88243156485683,TPVV75781871132952,Upon resource total coach win across others TV.,2024-10-12,2024-10-12,-283.76,ABSCHLUSS,EUR,,,,,,60585.80000000003
145,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Shannon Bryant,GB65CCKJ90010174342191,DYYY59054277916717,Those camera green ability task animal chance step.,2024-10-13,2024-10-13,-125.67,DAUERAUFTRAG,EUR,,,,,,60460.130000000034
146,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Melissa Martin,GB37YCKK98801497857630,ENMZ86495816204608,Huge may cell imagine.,2024-10-17,2024-10-17,-294.46,ABSCHLUSS,EUR,,,,,,60165.67000000003
147,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Justin Newman,GB14UGOQ08105276201972,CRGE05182470640242,Safe mind just every sing indicate.,2024-10-19,2024-10-19,-73.16,DAUERAUFTRAG,EUR,,,,,,60092.51000000003
148,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jason Lozano,GB27CFGN20507642731285,HXRS62517348529090,Out with focus star stay story threat.,2024-10-19,2024-10-19,-186.21,ABSCHLUSS,EUR,,,,,,59906.30000000003
149,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Morales, Diaz and Wilson",GB61LIJC75634256520100,TCZR64093238272944,According relate morning position half current fact.,2024-10-19,2024-10-19,2647.74,LOHN/GEHALT,EUR,,,,,,62554.04000000003
150,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Danielle Turner,GB41UBRP92674376970661,RISY02165589609738,Issue wait economic here east.,2024-10-24,2024-10-24,-410.07,Aufladung Mobilfunkguthaben,EUR,,,,,,62143.97000000003
151,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Steven Rivers,GB84DWOE08782474840355,DRWR66037800396361,Bit doctor week build.,2024-10-28,2024-10-28,-13.98,ABSCHLUSS,EUR,,,,,,62129.990000000034
152,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Teresa Garcia,GB67IUGL12942571163040,HQCZ54719416316378,Line catch answer close certain national research.,2024-10-28,2024-10-28,-223.96,ABSCHLUSS,EUR,,,,,,61906.03000000003
153,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Michael Sampson,GB09MBPY82015357802342,QBTG89477213155141,Cost read cultural from voice concern city.,2024-11-05,2024-11-05,-219.09,ABSCHLUSS,EUR,,,,,,61686.94000000003
154,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Ashley Stewart,GB30LIPU43896807588812,VWNK21811988757283,Recent stand wrong interest authority character.,2024-11-07,2024-11-07,-253.65,ABSCHLUSS,EUR,,,,,,61433.29000000003
155,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Choi, Murphy and Parker",GB19KELZ79791584206109,POMR47764783051201,On bar entire various.,2024-11-07,2024-11-07,-92.55,ABSCHLUSS,EUR,,,,,,61340.740000000034
156,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Oconnor-Jones,GB98JUUX14258051007884,AZBD75325200718314,Imagine cut safe color process on be.,2024-11-07,2024-11-07,3524.96,EINZAHLUNG,EUR,,,,,,64865.70000000003
157,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Michele Howe,GB28TOTO68584664975342,FNFB39858367086111,Space ago such Congress chair.,2024-11-08,2024-11-08,-182.02,Aufladung Mobilfunkguthaben,EUR,,,,,,64683.68000000004
158,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Matthew Martinez,GB93FHBU69779870102528,EZCP56216993130462,As coach remember rock for step save.,2024-11-09,2024-11-09,2082.43,LOHN/GEHALT,EUR,,,,,,66766.11000000004
159,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Erickson PLC,GB86SRTT70515609915393,LQWY69700714652730,Main out loss lose knowledge room save.,2024-11-11,2024-11-11,-60.05,Kartenzahlung girocard,EUR,,,,,,66706.06000000003
160,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Flowers-Martinez,GB43ZPPD88243156485683,TPVV75781871132952,Upon resource total coach win across others TV.,2024-11-12,2024-11-12,-283.76,ABSCHLUSS,EUR,,,,,,66422.30000000003
161,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Shannon Bryant,GB65CCKJ90010174342191,DYYY59054277916717,Those camera green ability task animal chance step.,2024-11-13,2024-11-13,-125.67,DAUERAUFTRAG,EUR,,,,,,66296.63000000003
162,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Melissa Martin,GB37YCKK98801497857630,ENMZ86495816204608,Huge may cell imagine.,2024-11-17,2024-11-17,-294.46,ABSCHLUSS,EUR,,,,,,66002.17000000004
163,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Justin Newman,GB14UGOQ08105276201972,CRGE05182470640242,Safe mind just every sing indicate.,2024-11-19,2024-11-19,-73.16,DAUERAUFTRAG,EUR,,,,,,65929.01000000004
164,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jason Lozano,GB27CFGN20507642731285,HXRS62517348529090,Out with focus star stay story threat.,2024-11-19,2024-11-19,-186.21,ABSCHLUSS,EUR,,,,,,65742.80000000003
165,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Morales, Diaz and Wilson",GB61LIJC75634256520100,TCZR64093238272944,According relate morning position half current fact.,2024-11-19,2024-11-19,2647.74,LOHN/GEHALT,EUR,,,,,,68390.54000000004
166,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Emily Powell,GB63NVJI92795382069792,HMJL69435875128426,Themselves Congress much similar appear drop.,2024-11-24,2024-11-24,-162.45,Kartenzahlung V PAY,EUR,,,,,,68228.09000000003
167,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Ward Inc,GB81VZJQ81808263462917,THPD61499212884658,Mention simply easy gas both effect technology.,2024-11-25,2024-11-25,-91.86,Kartenzahlung V PAY,EUR,,,,,,68136.23000000004
168,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Steven Rivers,GB84DWOE08782474840355,DRWR66037800396361,Bit doctor week build.,2024-11-28,2024-11-28,-13.98,ABSCHLUSS,EUR,,,,,,68122.25000000003
169,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Teresa Garcia,GB67IUGL12942571163040,HQCZ54719416316378,Line catch answer close certain national research.,2024-11-28,2024-11-28,-223.96,ABSCHLUSS,EUR,,,,,,67898.29000000004
170,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Michael Sampson,GB09MBPY82015357802342,QBTG89477213155141,Cost read cultural from voice concern city.,2024-12-05,2024-12-05,-219.09,ABSCHLUSS,EUR,,,,,,67679.20000000004
171,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Ashley Stewart,GB30LIPU43896807588812,VWNK21811988757283,Recent stand wrong interest authority character.,2024-12-07,2024-12-07,-253.65,ABSCHLUSS,EUR,,,,,,67425.55000000003
172,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Choi, Murphy and Parker",GB19KELZ79791584206109,POMR47764783051201,On bar entire various.,2024-12-07,2024-12-07,-92.55,ABSCHLUSS,EUR,,,,,,67333.00000000003
173,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Matthew Martinez,GB93FHBU69779870102528,EZCP56216993130462,As coach remember rock for step save.,2024-12-09,2024-12-09,2082.43,LOHN/GEHALT,EUR,,,,,,69415.43000000002
174,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Flowers-Martinez,GB43ZPPD88243156485683,TPVV75781871132952,Upon resource total coach win across others TV.,2024-12-12,2024-12-12,-283.76,ABSCHLUSS,EUR,,,,,,69131.67000000003
175,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Shannon Bryant,GB65CCKJ90010174342191,DYYY59054277916717,Those camera green ability task animal chance step.,2024-12-13,2024-12-13,-125.67,DAUERAUFTRAG,EUR,,,,,,69006.00000000003
176,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Melissa Martin,GB37YCKK98801497857630,ENMZ86495816204608,Huge may cell imagine.,2024-12-17,2024-12-17,-294.46,ABSCHLUSS,EUR,,,,,,68711.54000000004
177,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Justin Newman,GB14UGOQ08105276201972,CRGE05182470640242,Safe mind just every sing indicate.,2024-12-19,2024-12-19,-73.16,DAUERAUFTRAG,EUR,,,,,,68638.38000000003
178,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,"Morales, Diaz and Wilson",GB61LIJC75634256520100,TCZR64093238272944,According relate morning position half current fact.,2024-12-19,2024-12-19,2647.74,LOHN/GEHALT,EUR,,,,,,71286.12000000002
179,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Jason Lozano,GB27CFGN20507642731285,HXRS62517348529090,Out with focus star stay story threat.,2024-12-19,2024-12-19,-186.21,ABSCHLUSS,EUR,,,,,,71099.91000000003
180,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Steven Rivers,GB84DWOE08782474840355,DRWR66037800396361,Bit doctor week build.,2024-12-28,2024-12-28,-13.98,ABSCHLUSS,EUR,,,,,,71085.93000000002
181,Girokonto,GB87YODA19011530005979,OECF10873187191890,RBPN,Teresa Garcia,GB67IUGL12942571163040,HQCZ54719416316378,Line catch answer close certain national research.,2024-12-28,2024-12-28,-223.96,ABSCHLUSS,EUR,,,,,,70861.97000000003
